<<<<<<< HEAD
1,1.0,0.17055324706491182,0.5719821675590089,0.03155846939419438
2,1.0,-0.029446752935088194,0.37198216755900887,0.2315584693941944
3,1.0,-0.2294467529350882,0.17198216755900886,0.4315584693941944
4,0.0,-0.4294467529350882,0.37198216755900887,0.2315584693941944
=======
1,4.0,0.24724501531251408,-0.33769712749475284,-0.5587409119289943
2,3.0,0.04724501531251407,-0.13769712749475282,0.0412590880710057
3,1.0,-0.15275498468748594,0.4623028725052472,0.2412590880710057
4,0.0,-0.35275498468748595,0.2623028725052472,0.4412590880710057
>>>>>>> a8bf6206ba67fd2cbc58bdc0d0bfd41364fdacbf
