<<<<<<< HEAD
1,2.0,0.5713429921110833,-0.4745335081179416,0.14995233322932322
2,1.0,0.5713429921110833,-0.27453350811794164,0.14995233322932322
3,1.0,0.4713429921110833,-0.17453350811794163,0.24995233322932323
4,1.0,0.4713429921110833,0.02546649188205838,0.24995233322932323
5,0.0,0.37134299211108335,0.12546649188205838,0.34995233322932323
=======
1,1.0,0.02451179562415809,-0.10182888782901164,0.18547391276104727
2,1.0,0.1245117956241581,-0.0018288878290116384,0.08547391276104727
3,0.0,0.1245117956241581,0.19817111217098837,0.08547391276104727
>>>>>>> a8bf6206ba67fd2cbc58bdc0d0bfd41364fdacbf
